target,text
0,Wahoo. Nearly there. Updating podcasts then outta here. Yeehaaa! Off to work we come. Yay!!!!!!!!!!
1,"summer summer summer summmerrrrr, catchinnn some raysss"
1,@original_b Let me guess u r gonna do wat most women do when they have free time..... shop
1,back from the movies and now time to sleep
0,"Uggh, I dont want to be awake right now"
1,@ShibariReiss      Thanks.
1,I slept in until noon. Haven't done that in forever
0,wants to be back in Fayetteville some kind of awful
1,"#lunch time, resume #bill44 talk after that"
0,I was indirectly told something I def didn't wanna hear last night!
0,Twitter wouldnt let me on...having withdrawals...i love my messages..if i cant get them..i am sad!!!
0,Ugh I hate TOM
0,@thepunkbronxkid They were interviewing a lot of people.  I really hope I get hired.
1,Good morning to all you U.S. tweets!  Time to go wake the hubby up.  Think I'll let Harley go jump on him (Harley being the 70 lb dog).
0,@brianfickley
0,On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true
1,please pray for my mother
0,@triplesix_ You never send me huge messages!
1,@ninirific  A whole flotilla
1,@elsieenchanted You should do a parody of someone/something or whatever
1,@SinnamonLove I'm trying to get her agreement not to put me in a nursing home because the diaper changing needs to be recipocated
0,@Jnocerin thanks for the pics of #RSC2009 . Not quite as nice as being there myself
0,"just found out that @taylorswift13 has a show in Portland the same weekend i'm there! no more tickets though! slap in the face, much?"
1,Im so happy that i got to see kyle jackson today
1,"@trent_reznor Try not to take the assholes to heart. Smile, look at this pic of @Killaya from when she met you http://twitpic.com/6eteh"
1,"@kchan27 hard for you to wake up, i laid in bed for 30 mins! But i brought that on myself, twas worth it"
0,@MaddyBasset I can't find it now. I'll have to go and look for it ....If I don't send it tonight i'll do it tomorrow......sorry
0,@spencerpratt i don't even want to watch the show anymore now that you two are gone
1,Just finished my history coursework! yay!
0,@dazlumsdon altho im not rumblin 2nite!  she is.x
1,"@levansfox5 it's alright, Laura - it's only ONE donut. you can sweat (er . . . burn) it out later"
0,score: Qld:24 BLUES!!!:12
1,@sheynk welcome to Dubai
0,@mmtinachu tina! are you ok?  DM me about it! is there anything i can do to cheer you up? :[
0,"@alohanico SO many people spilled beer, drinks and such on me... i hate being so small in crowds"
0,"have to get three gardasil jabs all over again  in other news, got a HD for an essay ... i'm an expert on Korean business, ask me anything"
0,realizing that i've been neglecting twitter.    but work is actually interesting now. matthew is keeping me very busy!
0,@nick_crazys is it so wrong??..
0,study...exams
1,@PR_Trice just saw ur dad
1,@hatticusrex I will I'll bring party poppers  Where you live?
1,"played a big whore today, and got to cum for real. Had to suck a dildof or 20 minutes. I felt at one with it after 10 minutes"
0,@mcclorypatrick I just saw you then I lost you  haha
0,@arthurwyatt was all excited about the morrison/quitely batman thing; quitely's only doing 3 issues?
1,"@Taryn930 Fascinating clues! Really responding to the links on brain structure, social interaction, and social networking."
0,@titusofalltime @justincruzKHON told me to behave myself...    LOL!!  ;)
0,@stairsteps Yes  Search Rafael Nadal on google hahaha
1,@BritsOnPole Thanks for the credit!
1,@buhrayaaan gosh so where is it??
0,Ugh. Mondays suck. I just want my weekend back
1,@b50   it wasnt actually meant for you guys.. i just tweeted it and read what you guys were upto.. and it just fell into context.. haha!
0,@snowqueen297 Have fun with trouble....sent you a message you never got back.
1,@soccerlyds http://twitpic.com/4e5wi - Cuteness galore and such a sweetie!
1,Hubby reckons that making son have a bath instead of a shower is the answer to all our problems. I'm sceptical but I'll give it a whirl
1,"@tammychappell hey Tammy, it's Kendra from HSBS, when you rest your cursor on a message, there is a star and an arrow, click on the arrow"
1,@thisgoeshere how does it feel to be a vegiie now xD
0,needs A CONCLUSION and someone to edit this bitch of a thing
1,Spending time with dad on his Birthday
0,@SerenityWalk What the heck is Dance Your Ass Off? DWTS is always on against other favorite shows.
0,ugh I still have to clean
0,Looks like my laptop and I are fighting... I took 3 restarts for the keyboard to work
0,@Lyxanda Awww... Poor you  At least you don't have to rat to get your sec status up. Poor me  lol
0,I like the way I look in a suit!  too bad I only get to wear it on a bad occassion.
0,i accidentally locked up my phone trying to upgrade to 3.0
0,@janeypyle how do we check the housing website? I'm sooo technologically challenged
0,Cleaning.......
0,I miss my daily quotes! Why don't i get them anymore? @sschabowski am I kicked from your mailinglist?
1,gtg practice piano now... haha  brb then!
1,"@hakandahlstrom the umbrella pic - very nice, loving it"
1,@shamim86 LOL get a job! Ill txt u next week
0,"@runawaystarling unfort, msn is a douche and a half to me"
1,@kenmathe  LMAO... when you say fishing do you mean moving to NY
1,yum...eating sushi
0,"@yayKIMO wow you're desperate.. the only person I can catch on tour is JB.. demi, mitchel, miley, honor society.. they don't come here"
0,poor Brian Busby for KMBC 9 News in KC Missouri.. he's gay as christmas.. !   poor lil booger..
1,"Uh, oh. Near that time for the one-hour twitter withdrawl session."
1,just got back from a swim meet! it was a good day!
0,At work  only one more shift after today! Woo!
0,@Tecolotl aawwww i cant make it ill be in San Diego that weekend
0,work... sucked... and i do not feel good
0,I am doing a yard sale in the morning with my mom! I have to be up at 6am on a SAT!!
1,@elaineewing Are they really? That's awesome. Your initials are an exclamation.
0,gauravs' in pune  the boring-meter at home just went sky high
1,Doing maths revision with my friend
1,@nicoleseitler Well you are a sweet designer
0,"@MarybethPoppins Apparently, the internet won't let me watch it until 10:45 and I can't stay awake that long"
1,&quot;cuz it's a breakdown.. a breakdown&quot;  &lt;3
1,"@BonnieBrown Impressive, either way.  And well ironed (Sorry, couldn't resist)"
0,"@tommcfly ok, if you say &quot;sorry&quot; again i will go to chile just to kick your ass, and why celebrate? south america was good wasn't?"
0,"@captainflashman wish i could eat pizza, unfortunately it is forbidden here, only low GI, high iron stuff and lots of insulin injections!"
1,"Dustin Fox, please, I'm begging you, please, come smoke with me."
0,wants to cry  why do boys have to do this?
1,"Final score in scrabble: Jon 197, Josh 148, David 103 with a couple questionable words by the winner in dispute"
1,It got boring so I attempted riverdancing
1,"@JayStephens Yeah, 3 was the toughest year. Four, she can be reasoned with and is developing an awesome sense of humor. Fun stuff."
0,just bored realli... i need and actually want a job and cant even get 1 cuz im 1 year under da required age 4 most jobz....
1,@raymondpirouz What else can the bankers do?
0,"@INishaBoo92 Girl, Nothin. Watchin this movie with my sisters.. It's a sad cartoon.  lOl."
0,Honey Chicken Rice was good! But i think i need to poop now. Preparing for another long night.
1,@cfricke: I'll take a listen.. thanks for the tip!
0,"@tjsasi ahaha, I heard about him but I refused to believe it until the pictures today crushed my fantasies  lol Adam did look happy tho &lt;3"
0,@BigPopaGamer  sad face. It's a fun game.
1,@squarespace #squarespace Pick me! I'm stuck in the dark ages with the lowly original iPhone!  Pick me!!
1,5d on 1.1 with manual control. superb!
1,@dutchkatie Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip
0,@epiphanygirl lol Chrisette I wish I was at the club but I am at work
0,@nowherewarm Today the vet's coming over to put our dog to sleep...
0,@msmanya Thats not for another year girl. I already been waiting a year for it. lol I cant hold my breath.
1,"@RadioKilla LOVE DAT ALBUM &quot;LOVE vs. MONEY&quot; ,,LOVE THE-DREAM PERIOd POINt bLANk"
1,@DaneCook http://twitpic.com/5ejcf - Hi Dane!! I watched your comedy show TWICE last night  double the fun! And I also saw you on your ...
1,"We are in the labor/delivery room with wifi and I have permission to be online, I'm not a bad dad! I have permission"
1,@tommcfly you know what you should do? you should call this number and ask for Tata --&gt; 96398582  it would be a nice surprise
1,Awesome end to the weekend and good start to the week.  i love my hubby
1,"@dimples1233 Seoul? It's Republic of Korea. (South Korea, not North Korea)  Of course, I hate Kim Jong-il."
1,Just got home from work its been a long day. Been workin 22 hrs. Constantly grindin.neva sleepin.always dreamin. See you in my dreams!!
0,@Elricom ealing hospital's restuarant was right next to the morgue
1,Goodnight world! haha I might go to bed I'll have to force myself
0,twitter in Adium is sooo confusing me  *sticks to EventBox*
1,Sammi finally got a twitter!!!!!!! Now i can tweet her all the time
1,ROGER ROGER ROGER!  GREATEST OF ALL TIME
1,French class. Finally learned how to twitter on my cellphone.
0,@fullsizebarbie yeah pretty much.  &amp; I have 2 get right back up @ 6 a.m.
0,"@CakeFiend Oh, to choose such subjects...wish I did music tech! I've got C3 and C4 maths left, then back to school for A2's. I hate exams"
1,94% of all text messages are &quot;seen&quot; by subscribers....we can see where I am going with this
1,"Aw, I just looked outside and had to do a double-take. There's a rainbow! Totally just brightened my day."
0,SHEIT i broke my last pick
1,"@Labyr1nth you should do that at work, its not what a nice weekend is for"
0,I want a different phone plan!
1,@michaelfranti   Hilarious.
1,@YoungPharoh J would watch the Lakers. So would the other letters in the alphabet.
1,"@ahoova art, music, dance classes whatever. anything magical"
1,@timstarockz oooh!! Go on!! I have one!
0,Wishing that summer would come back
1,On my way to go longboarding again!
0,it's dull  i'm thinking that there's 3 months of summer holiday and i'm already getting bored. help?!
1,"@craftygirljen One of those, yes."
1,"@_Irene_Adler well, my night has been made."
0,@Vixster25 No problem Wifey...  Just wish I was with you.  Damn my lack of money!! @30SECOONDSTOMARS
1,I really really need to finish my history assignment. I keep telling myself only 4 weeks left..I just need some good motivational music
0,Off to basketball practice
0,ok so this sucks i guess i have to have an iphone or an itouch to win tickets. soo sad
1,@runa_b yup! that's me. guilty as charged
1,@aaronrester or in other words: Don't knock it until you've tried it.&quot;
0,Couldn't bare driving in silence so I had to play music on my phone ~~ gotta get the car stereo ixed
0,My car broke down and I am driving a rental car.  More money down the drain
0,Alone in office so made some microwave popcorn - suddenly everyone's visiting me
0,@mandyyjirouxx dude your so awesome  i cant sing so i know i wont win your little thing so  yeahz
0,@sherinamunaf I was also lonely @ ps 30 minutes ago! Too bad i'm now in the bus already
1,"@aimclear thanks Marty and yes, I do watch for my real name once in a while"
0,@aaamyzing well I hate alabaster
0,I wish I'd remembered to put my pyjamas in the dryer earlier
0,Holy fuck. Why the shit am I awake  I hate days like thiiiiiis.
1,@gertsmiff Glutten for punishment then
1,"@invisagal omg...thank you for that...i havent been on twitter much, since my sis came aboard...i do have to watch what i say..."
1,@PotterEntourage *hugs* Then it can only get better?
0,ASHAMED.
1,thankssss ruben!  [@rubaaan]
0,omg so my sister just slick molested me wtf
0,"@wanghai s?c mï¿½u, k?ng ch?i cï¿½i background g?n 4MB, lï¿½m m? trang Me c?a k?ng lï¿½u lï¿½i h?t me luï¿½n"
0,"Home now, and Very bored."
0,Headed out to meet @TallGirlJ &amp; others @ the WAY weat Felipe's...thinking it may be too hot for the patio this early.
1,"@kittibell :p oooh was this with the &quot;Triple F&quot;? that's fit family friend :p trust me, the name'll catch on"
1,@niketheory ; LOL @ nba's friends tho... right haha. i was following oprah before u btw.... im COOLER!  g*niteee
0,Tomorrow is going to be tough
0,i do not want to go to work today
0,This isn't fair...I hate the situation we're in.
1,Just talked to Eddie James on the phone..don't be jel.
0,back from home  i miss so many people there
0,@mrbananacheeks i cant say on here and dont know how to dm via txt. its bad though
1,@yelyahwilliams Hey! When are you guys supposed to put out your new album?
0,is wondering how to send a tweet to a particular person on twitter from his phone
1,@laubow_ yay! okay ill just pop over there
1,@zenaidebeckham not tonight girl haha i got it alllllll last night
0,@jennieofcourse Sorry to hear you haven't been to a con. You should start small and work up to the bigtime. I'm sad for missing 2 today.
1,is happy for a great weekend!
0,more rain....14 days so far this month
1,Roasted corn bbq straight bombyness
0,Wedding dance= crazy! Requested McFLY and they played it!! No one knew who it was   go figure lol! Bloody Americans!!
0,"@AnnaAppenzeller I do have a sizeable backside, in comparison. Love the inside of the place, the decor, the food. It's simply the seats"
1,@ashlann456 oh got you lol
1,@alternativeoff Your welcome
0,"@imtiffanyterror I had one last year, but I don't think I'm getting one at all this year  kill me now!!"
1,@TheMackerman congrats on graduation and enjoy the quick move to CO!
1,playing badminton in the leaving room with Daddy - to see Mummy's face
1,I think I should do a Sexy Saturday ;) Hmm.. who should I call out first.
1,@Audnumber now u'r talkin'
0,"@joshkuhn I should have known not to order it thru at&amp;t, but I couldn't thru apple's site  I called and it's still on the order apparently"
0,#ff sports: @BaseballFanNat @BKCyclones @blind_baseball @ESPNBaseball sorry for not getting around to everyone my phone is acting up
1,@joliechose you just have to ask     &lt;3333
0,Gunna miss you Corporal. Can't believe your gone. Was an HONOUR to serve with you. R.I.P.
0,there is nothing to watch on tv
1,GODS GIVING ME LIKE THE BEST DAYS EVER LATELYYYYYYYYYYY
0,going to the... car wash? If it stops raining...
1,At the castle with jill! Be back today
0,@Saba_Mohtasham when am I ever going to see you ever again???
1,LVATT is just amazing @Jonasbrothers  omg it is absolutely incredible/powerful/beautiful and they definately worked hard! well done boys
0,July is gonna suck. I can just feel it.
0,is missing suzie the mini and all of her choons!  when will i see the sun again aimo?
1,@iesha_irene Cuz the West is still in yo blood!! U can leave the West but the West will never leave U
0,Church building clean up. Too early
1,what yall up too? im waitin to hit up a bbq and get smasheddd
1,"@ThisIsRobThomas  been following your tweets for a while, ur a hoot  Thnx for keepn us updated on ur new stuff and appearances ^j^"
1,those jon &amp; kate + 8 kids are hilarious...they make good tv  they cute too
1,@GodFirst08 St Simon's Island Georgia it's very small but there's lots to do there!
1,"okay, so maybe they weren't all drunk. i know i was buzzin. but it was fun."
0,Hopefully I don't have to get up at 2am to find a mouse under my bed this morning... NOT fun times
1,Long Beach Pride con Kevin. I feel good.
1,@Fussy_Mummy  that sounds like a plan!
1,@JohnnyGWeir  Happy birthday~your Mom       ì¡°ëâ¡
1,"@abstheoreo: lmao! oh, its ok! no one except the experts can put those things on!"
1,2 strawberry daquiri's later &amp; i`m beat. (P.s that is my favorite feel happy &amp; enjoy life drink)
0,"just got back from school i'm so beat, and i have a bunch of hmwrk plus cavs lost in the playoffs. FML"
0,"i hate you. not him, but YOU"
0,@mariemon @gracetorralba it's cut class &amp; sleep weather. it's so hard to concentrate &amp; be productive in this weather
0,@trinxikene but... but... if I go to msn I won't read!! I gave myself until 4.30 to start reading  that means 10 more mins  Sorry
1,"@jasonwendell Yeah, same...&quot;Kobe doing work/2-4 on my shirt/He the greatest on the court/I the greatest on the verse&quot; haha"
1,@COSICO sounds delish. Bring me cheesecake pls  bon apetite
1,Finishing the day with Beadshaped #Keane. Going to bed. Good day to you all!
1,@jenniferleighm how much did you LOVE the hangover?
1,@megsandbacon awww you shouldn't hate her then LOL have fun tonight
1,"@traveleverywher  Thanks for all the great tweets, you cuz people to smile"
1,"@bakoneko It totally, totally was awesome."
1,@thelittlevoice thanks!
0,wishes shed been able to do the Deb
1,Getting ready to go to a med school graduation party  Congratulations Lili!
0,"@sabrinahanim haha it's raining.sokay,can't journey out yet pun.sucks for u too,no photos"
0,"@PseudoRob Roob, are you okay? i'm so worry about you..."
1,@jchavz ok im ready
0,hate seeing my sales number go down after having to cancel sales from non paying buyers
1,"I like that song, shes maybe a biggest fan of @selenagomez n im a hugest fan of her!! Someday i wanna make a song for her too"
1,wants to join that another Disney Contest.  http://plurk.com/p/xrl6h
0,haileys best friend has the most amazing eyes i have ever seen. i wish we could swich
1,@desynch Hey
0,"1,I'll miss you  &amp; Carrie 2,Watch Satellite TV On Your Computer At Low Cost! http://bit.ly/MCXQMC"
1,"@Realradiorobin The Scot comic was excellent! hope to see him again,really funny"
1,Good Beatles cover  http://bit.ly/eymOV
1,Zoloft and temps under 65. Almost too good to be true.
0,@thecanvastalk I miss canvas man!  hope you doin aaaaaight
0,"um...yeah, so today totally sucks.  Worst day in years"
1,hmmmm.... i wonder how she my number @-)
1,I want some fucking ice cream (maple walnut) right now.
0,It sounds sooooo scary outside
0,"Wedendsday is definitely turning into 'meetings' day, and tomorrow is gay Thursday"
1,@JustBellaCullen We are good  Amamda and Brandon are sleeping and Kate is out and walk at beach with Jake
1,http://twitter.com/timeline/direct_messages  Claudia I hope this works  I'm a tweeter too
1,"http://twitpic.com/6t0ai - picture , picture and more picture .........."
1,"@WingsOfSuccess hi Abhi that's the one I read, and need more advise on how to make that big banks from Adsense  gimme help...Thanks, Agus"
1,"@AlohaArleen  if you luv luv luv xmas arleen, then you must visit @radioprocer1! he's the original xmas elf"
0,just gona chill out for the night !!! might go for a run but it looks like it may rain
0,"blahhh I dunno what scares me more: applying for a job and not getting it, or getting it and having two jobs!  haha"
1,Talking to a friend I haven't talked to an a while...feels good
1,"@sarandipity so glad to make your acquaintance! Yes, conservative women rock!  You should come to Drinking Right sometime"
0,@AlexAllTimeLow Missed it again.  That puts me in a large depression. Give a two hour warning next time.
0,"@Stephie_2011 NOOO! My real name is Courtney, but it isn't avalible. :| I just want Courtney or Court...but the dang thing is taken. lol"
1,@DustypupVI  We are both ferry &quot;survivors?&quot; what are the chances? Should form a support group
0,http://yfrog.com/05a6jj rainy day
0,Noo my batteries dying &amp; I don't have my charger
1,Already ordered some Earthday Birthday Gifts
1,cool thanks everyone. if it gets to be too much or inappropriately distracting let me know and I'll slap the one responsible around a bit
1,@anefallarme @phatelara thanks ane!!  catcha guys later!! Time for dinner!
0,cramps are no fun  watching true blood then off to bed.
1,finally has internet again!  commencement then work laterr..
0,Tweetdeck doesn't seem to be able to view trending topics or who's nearby  I'll stick with Tweetie then I guess
0,#squarespace I could NOT find any AT&amp;T store or Best Buy that had the iPhone available within a 250 mile radius of me.
0,"// on friday i got back my 3 things, lost my phone &amp; jumpdrive. teacher found my phone-got it back after school. still missing jumpdrive"
1,@PriscillaAnneK Hey!! I followed you
0,Hate Satrurdays I'm all alone
0,@zombuki yep! we did!!!! we fed those for quite some time until we had our first flea attack
1,@savingtime you can if you want
1,If you add a #DCTH badge to your site give me a link so I can see  .ce
0,"Sittin here on the bus, on Highway 101, thankful for technology, esp Sidekick's, cause I got a long way to go..."
0,didn't go to school...got the cold
0,still waiting....noch iphone OS 3.0 at 15:00 Uhr...   APPLE!!! WHATS UP!!?!?!
0,goin 2 bed after finishing Harry Potter &amp; the Deathly Hallows for the 3rd time.. can't help always crying at the same parts of the book
1,I know I really need a cup of green tea that will help me
0,@baddestjuju oh ok...im jus relaxin til itz tyme 4 werk...seem like a nice day 2 jus Gmack wish i didnt have 2 go
1,@fajarjasmin Thanks Fa  Friend came over frm Sgp so had to tk her out for crazy nights out ;p Sending back xoxo's to ur wife n angels
0,on the phone with ryan. Urhg.. hate that he's leaving manila.
1,"Is doing sat junkk, watching tv with daddy, and eating. Yummy"
1,@Mattdavelewis Raiders of the Lost Ark is totally awesome!
0,"@Introspectre ended up with other plans on the Friday night which screwed up my sleep pattern, and I would've crashed driving to durham."
1,Going to Malpensa airport accompanying my wife to a far trip to Minsk. Then will come back to Milan to later today repeat the route
0,Getting a little bit of PCD now.
1,@tylermassey Tyler: Voted most likely to be most normal out of his finishing class! Doesn't look like a tough job!
0,"@MyNameIsLaurrra rain, rain, rain - they started behind the safety car  #f1"
1,"Mac configured, files restored  good night moon, good morning @giantspatula!"
1,"@Abe_Frohman ha ha ha!! cock, basketball &amp; school always does it!   sleep well!  Talk 2 u 2morrow!"
0,"I've been trying not to get down this Father's Day, but it just isn't the same."
0,"@MEOWmarisa AWH. I'm so sorry, I was tired."
1,"coffee, new dog, and family on the back porch"
1,quem vai pro show em recife? eu!  AUIHSDUIASHDAIUSDHIU #fletcherday
1,Dreamt of hard days night hotel and mike....good times! Laying in bed while mike makes brekkie  god I love him!!!
1,"I wanna go bowling! I haven't gone in, like, forever. It's time, gosh darn it!"
0,@underoathband http://twitpic.com/7uwa8 - Probably the only reason I wouldn't live in Florida
0,absolutely despise work at 630  I just can't get used to this!!
1,@Dannymcfly when you tweet it makes me miss you lot even more! bring on summer... your all ours  xx
0,lost internet connection for about 2 hours
1,#followfriday @HawaiiRealty - interactive tweets with aloha! look forward to meeting on next visit to Hawaii!     ...follow worthy!
1,@tangoastor enchiladas beans and rice...mmmm
0,@seraphicx i scare of the soccer player kaka
0,getting ready 2 go 2 wrk
0,"@SarahMunster no!! brendon is the detective! and sadly no, he doesn't"
1,so tired! night at the museum 2 was great
1,It's cold outside
1,chilling with morgan.  party stuff tomorrow.
1,@devindennis i know!!! im bawling!!!! it does have a happy ending though. she dies and she's then with Jack
1,Heading up to le cabin for some relaxation
0,"Since I'm like the only one tonight NOT at the Wiltern, I'm trying to download the Fix Your Face Vol.2 mixtape. .but  I CAN'T!!  WTF"
0,@wangmin1928 I never got to go to Harbin  Perhaps next time.
0,http://twitpic.com/4eei7 - Attempted to do Sarah's dramatic rainbow tutorial but it seems she makes it look much easier than it is.
0,Waiting for huneee buneee to come get me! I f-ed up. Didn't know this recital was 3 hours long!
0,"@tommcfly tom, i'm your mother, reply me"
1,listening to the radio and searching unkown song names on google.. Wooo
0,@rachael2389 thats sad.
0,ahhhhhhhhhhhhhhhh. i just saw rihanna naked pictures
1,@emmanhilao he's one heck of a public speaker
1,It's hockey time!  Then hittin' the town!!
0,@kaitfoley I know! I am *such* an asshole...
1,"1st day of school highlights: i got to see spend time with my girl  dang, i love her smile.. i love HER! haha"
0,aah! today sucks!
0,"@Punno That's what they tell me  I have been under some major stresses lately, so maybe. And no thank you, I'll be good, u just study ;)"
0,@talamobley ohhh . I get it now . Sighs- what am I gonna do after  the 24th when your gone
1,Yeah the new Conan tonight show is funny
1,"BREADBOX64, a twitter client for the C64 http://bit.ly/EB4Aq"
1,I just had a nice dinner conversation with my family about upcoming events in our lives.
0,what is the best medicine for dry cough?
1,"It's a BOY!!!   7lbs 1.9 ounces  Plenty of hair, and cute.    Kathryn did great, and is recovering.  Now we just need the name..."
0,"I am shocked and amazed, K&amp;J last day  listen now wgnradio.com We will miss you"
0,UGH....I'm goin nuts literally!
1,@bethanyshondark yep i bought 100 shares
0,"off to sleep. Had a very tiring day. Plus, I have to get up early tomorrow to drop my brother off!"
0,well another bad night of sleep. Its sucks waking up and him not being there.  I LOVE MY ARMY MAN!
0,@_Miss_Donna_ i am soooo lazy.... I wish i had your walk in robe...
1,"I think it's time for bed. It's a new day tomorrow, lots of sun!"
0,@eimmart do you have my number! i txt you today twice but you nvr responded
1,@janTDFATL id never ever hurt her!  shes to amazing to use to hurt!
0,@EMBlair DAMN! Here you are playing a bunch of great tunes &amp; I have no hope in hell of hearing b/c DH has TV CRANKED.
1,"@a_liss_a at least there's rugby on the tv, right?  #brisbaneairportissoboring"
0,you have got to be joking me. I wanted Danny &amp; Adam to get through... not Kris &amp; Adam
0,@forcedrhyme
1,watching little miss sunshine
0,Don't know what choice Twitter really has
1,"@mitchelmusso I love Hey, and The In Crowd."
1,"@idmoore very scenic locale for that pic, where are we? Lat &amp; Lon please, I want to google earth it"
1,nice cover  ? http://blip.fm/~5gsfk
0,"@hemalshah thats quite unusual... how did u know that term??? 'Machan' ?? ;) sorry just noticing...been studyin all day, exam on Tue!"
0,@PHUCKaBiTCH  ugh
0,"can anyone help? i'm trying to change my backgroung image, and it wont work"
1,Definitely all time fave  @Will_the_bloke: &quot;The Smiths â This Charming Man  . extra jangly version ..ya!!  ... â« http://blip.fm/~7pod0
1,@JanisSharp thanks Janis
0,Went to fab restraint last night. Not as good as normal even free sambuka did not make up for it. Shame I love al restraunte as well
0,I don't know what's wrong with him.   This is killing me.
0,@angie6913 trying to win with the infamous &quot;  &quot; that aint gonna work!!lmao!!
0,wish I was going to see soul asylum today....   http://is.gd/JW1o
1,@shekhinahshaman @ApothecaryJeri lol definitely need the shades on when in Twitterville!
0,i want an Iphone with Sprint service  Never gonna happen.
1,@candycoca // Eraa do The night i followed the dog ! Falei dos verbos regulares .. sÃ³ isso
1,"listening to Bon Jovi, photoshopping some heavy machinery.. life could be worse"
1,yay today's a minimum day!!! 2morrow i'm going to help out with the woodside stuff
1,@DaveJMatthews I love rain...and I LOVE the new album! Great work; Thank you
1,@Laurax3  haha AGREEED!! @joeypage def does dance it better and i totally forgot joey did that  haha joey n joe dance off. joey wins
0,@OUBad I WANNA GO SOOOOOOOOOOOOOO DAMN BAD!!  Even if just for a night.... :*(
0,"I miss my garden  Gonna tidy my room again, and possibly start packing"
1,@Gilannie Remember to have a good  time at the art festivels!
0,so proud of my cardnials ima miss the kids soccer officially over
1,@AmaWheelies what number was i?
1,@tmorello Pretty tight album Tom....come back to Florida soon
1,"@JBMovies Yes, Italy is the best"
0,junior cert english  in an hour...good time to get randomly knocked down by a car
1,"@Rolacolaandalex if you ever feel cold, by comfy chair is available to you lol"
1,@hanngrenade lool jokers  Who you gonna call?
1,@noooaahsark @jacklynmf ahahha  noah you are gross -_-
1,Just got offered a job
1,Phototip: A photo is ur self expression of what u want to see. Don't worry of critics as long as u feel happy.
0,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh it's painful this morning
1,On my way to florida  hooray! http://myloc.me/2MMk
0,@BlackburnJoshua didnt think she did that well on passions tbh
1,"@jolson Evenings are OK, but during the day is fine, too. I'm serious when I say I use them as my office."
0,Why are holidays not long enough?!?!
0,@fiftyfirstjens  i hope not
1,@CosmicFolklore Can't wait to see them
0,"Never Fearne and Reggie on Radio 1, One or the other..."
0,"Satan is attacking me again, Dad caught a 1.5 pounder today, and I wish I had a sibling my own age. Where are you, God?"
0,alright so i got a new safari for my maccccc and i cant record videos on facebook
1,Heading out for breakfast with the DH crew.
1,"all of the supporters. The people applauding from restaurants, it all makes me want to cry"
0,Indian elections-perfect finish but anticlimax  http://bit.ly/HMcpw
1,Goodnight world!
1,"http://twitpic.com/5om4x - #followfriday list, will add this weeks worthy newcomers soon!"
1,Family bathroom at the theater has a toilet and a minitoilet. ï¿½ber cuteness. &amp; matching sink with minisink.  http://twitpic.com/61g7t
0,"damn...finally found where i left off, but now gotta get back to work"
0,So much pain
1,@RedRosePetals  God bless that oh-so-sexy rahul picture
0,"Here we go again, off to the old grind, how I hate to have to work when I should be retired."
1,shares http://tinyurl.com/ohfn76  http://plurk.com/p/yk641
1,"@GRobin Don't fry for Argentine wines either, they're doing just fine thank-you. The tango show was hot, hot, hot"
0,@M4D1S0N yup of course i am lol what about you?? i haven't seen you updated in like foreverrr!!
1,"@bodylikemind same really :-/ but ahh well, have a freakking art exam tomorrow -_- not impressed lol btw love ur pic tis lovly  xxx"
0,sitting in the school library passing time till I go home. It sucks when you start to not like your job because of your boss
1,@quinland u really should! so i can speak portuguese w u if u want   beijos
1,Goodnight all of you in darkness. Good morning those of you in the daylight
0,I'm sorry for your loss
1,"@jddalton thank you, buddy!"
1,OMG Heavy Rain gameplay footage/screenshots  *sigh* makes me wish I had a PS3.
0,Hayfever's back
0,Ugh. I have to PEE!!!
1,I napped at Barnes &amp; Noble-I have no shame
1,Woohoo! Off to fix my things!
1,@bayardrussell See you there
0,Reading all the tweets and FB statuses about today's football in #Brighton makes me jealous about being c200 miles away
0,fckin history hw. that's what I get for waiting this long.
0,Just got in....and I'm SOAKED! Why does it start pouring rain when you get out of the mÃ©tro?
0,@KimDeanArt awwwwwww we are so sorry
1,My brother is stealing Bob again! so later! xo. Happy #delongeday everybody!
0,"@AmyPerryHall Probably not, now. The job I got is from 1-5PM, M-F, so I think my hubby will have kids at pool more than me."
1,"@jhaebets Nah, AUS PC is more salesy (best left to the sales guys). We have 6 of the team going from Aus to Vegas in Oct. WWPC's my scene"
1,@emiliehope_ I am
0,Even more sicker. Today's not going to be fun.
0,"@therocketemily the last thing i wanted to do was upset you this weekend, so im sorry if i did."
1,My lovely husband made me breakfast in bed this morning. Who says chivalry is dead?
1,@nikkidelrio SO your the girl were with
0,"In managerial accounting... the first meeting = new assignment! wow, thanks a lot! now i have work to do"
1,@pftittl if it weren't for that tip I would have no way of knowing which tweet you were okaying
1,@gutmach I put it on digg too
1,@mklopez hahahaha! I love that line  BSG kickass
1,@AdrianSpeck ily.
0,is back in KK and still coughing blood
1,"Looks like there's some interesting stuff coming out of E3, Project Natal looks gimmicky... The new team Ico game looks epic though"
1,@TheDollyRockers I downloaded ur free song! It's awesome and very addictive! U rock!!  will there be anymore free downloads?? Megan xx
0,Manitoba's Veterinarians have announced there will be NO Great Manitoba Dog Party held this year at Assiniboine Park.
